,ID,Salary,DOJ,DOL,Designation,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
924,785378,170000.0,2014-01-01,4/1/15 0:00,Software Engineer,-1,M,1993-12-20,70.0,Cbse,2010.0,70.0,Cbse,11630,2,B.Tech/B.E.,Information Technology,70.0,11630,0,Uttar Pradesh,2014,405,390,325,0.4508765845,395,-1,-1,-1,-1,-1,-1,0.5591,-0.2871,1.3933,2.0475,-0.0943
925,1122867,305000.0,2014-06-01,Present,Site Manager,Lucknow,M,1993-02-12,78.6,Icse,2010.0,80.0,Icse,15645,2,B.Tech/B.E.,Electronics And Electrical Engineering,69.29,15645,0,Uttar Pradesh,2014,640,540,440,0.4239513964,-1,-1,346,-1,388,-1,-1,-0.0154,-0.9531,-1.3733,-0.3612,-1.244
926,280505,515000.0,2011-09-01,2/1/15 0:00,Quality Associate,-1,F,1990-03-24,86.6,Board Of Secondary Education,2007.0,92.0,Board Of Intermediate,9775,2,B.Tech/B.E.,Computer Engineering,77.96,9775,1,Telangana,2011,495,555,425,0.7935806145,495,-1,-1,-1,-1,-1,-1,0.8192,0.8128,0.5269,-1.4653,0.1864
928,321293,390000.0,2012-11-01,Present,Application Developer,Hyderabad,M,1990-08-08,87.5,Board Of Intermediate Education,2008.0,96.5,Board Of Secondary Education,11901,2,B.Tech/B.E.,Electronics And Communication Engineering,79.1,11901,0,Andhra Pradesh,2012,525,565,645,0.6944793277,475,366,-1,-1,-1,-1,-1,-0.2628,0.8518,-0.7068,-0.52527,-0.4455
929,330490,165000.0,2014-10-01,5/1/15 0:00,Customer Service Representative,Bangalore,M,1991-11-29,71.05,Bseb,2008.0,69.07,Cbse,8818,2,B.Tech/B.E.,Electronics And Electrical Engineering,58.0,8818,1,Telangana,2012,425,465,355,0.538386893,-1,333,-1,-1,-1,-1,-1,-0.4173,-0.7473,-0.4891,0.4148,-0.169
930,330647,430000.0,2012-08-01,4/1/15 0:00,Software Engineer,Hyderabad,F,1991-07-20,81.0,Ssc,2008.0,89.0,Bie,9837,2,B.Tech/B.E.,Computer Engineering,77.24,9837,1,Telangana,2012,435,365,475,0.3084005829,355,-1,-1,-1,-1,-1,-1,0.3941,0.9688,0.0914,0.973,-0.6035
931,606548,630000.0,2014-01-01,Present,Business Analyst Consultant,Bengaluru,M,1991-10-17,91.4,Cbse,2009.0,82.3,Cbse,285,1,B.Tech/B.E.,Electronics And Communication Engineering,89.3,285,0,Punjab,2013,485,535,735,0.6944793277,-1,366,-1,-1,-1,-1,-1,-0.159,-0.2871,0.01,-0.3612,0.4805
932,988346,85000.0,2015-02-01,Present,Software Engineer,Ghaziabad,M,1994-09-20,71.0,Cbse,2010.0,61.0,Cbse,903,2,B.Tech/B.E.,Computer Science & Engineering,66.0,903,0,Uttar Pradesh,2014,580,505,380,0.6226429158,395,-1,407,-1,-1,-1,-1,1.5644,1.3779,1.0859,-1.8824,0.2889
933,1259836,330000.0,2014-12-01,Present,Software Engineer,Chennai,M,1992-02-26,85.0,State Board,2009.0,81.0,State Board,1906,2,B.Tech/B.E.,Computer Science & Engineering,76.7,1906,1,West Bengal,2013,455,530,440,0.6226429158,455,-1,407,-1,-1,-1,-1,1.7081,0.8784,1.7007,0.1459,0.8637
934,212018,275000.0,2011-11-01,10/1/12 0:00,Business Development Executive,Mumbai,F,1988-01-11,75.6,0,2006.0,77.0,0,5690,2,B.Tech/B.E.,Mechanical Engineering,70.66,5690,0,Uttar Pradesh,2011,505,404,524,0.5358628195,295,-1,-1,393,-1,-1,-1,0.6646,1.7488,0.2366,0.5323,0.6603
935,513149,150000.0,2012-09-01,8/1/13 0:00,Asp.Net Developer,-1,M,1990-10-24,70.0,Mpboard,2008.0,56.6,Mp Board,11637,2,B.Tech/B.E.,Information Technology,71.18,11637,0,Madhya Pradesh,2012,205,555,470,0.6359787565,445,-1,-1,-1,-1,-1,-1,-1.5765,0.3448,-0.6343,-0.2609,-0.2875
936,1297805,210000.0,2013-11-01,Present,It Recruiter,New Delhi,M,1989-03-01,69.0,Cbse,2007.0,66.6,Cbse,8711,2,B.Tech/B.E.,Electronics And Communication Engineering,67.0,8711,0,Uttar Pradesh,2012,455,495,544,-1.0,455,-1,376,-1,-1,-1,-1,0.5591,-0.2871,0.1637,0.1459,0.2889
937,1075753,300000.0,2015-01-01,12/1/15 0:00,Sql Dba,Hyderabad,F,1993-07-21,84.0,State Board,2011.0,89.3,State Board,14382,2,B.Tech/B.E.,Computer Engineering,79.0,14382,1,Telangana,2015,500,375,520,0.3565364877,285,-1,346,-1,-1,-1,-1,1.4208,1.7109,1.2396,0.1459,0.6721
939,264071,365000.0,2011-12-01,5/1/13 0:00,Systems Engineer,Trivandrum,M,1989-11-11,87.8,0,2007.0,85.4,0,2513,2,B.Tech/B.E.,Electronics And Communication Engineering,69.3,2513,0,Rajasthan,2011,555,615,715,0.6944793277,-1,366,-1,-1,-1,340,-1,0.6646,0.9688,0.9623,-1.1128,0.5024
940,831967,305000.0,2014-10-01,Present,Software Engineer,Mumbai,M,1993-05-08,88.8,State Board,2010.0,94.6,State Board,9748,2,B.Tech/B.E.,Electrical Engineering,80.6,9748,1,Telangana,2014,510,525,720,0.9383991368,345,-1,-1,-1,553,-1,-1,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608
941,327623,450000.0,2013-02-01,Present,Software Engineer Analyst,-1,M,1990-09-27,84.0,Cbse,2008.0,83.0,Cbse,7542,2,B.Tech/B.E.,Information Technology,74.5,7542,1,Delhi,2012,725,465,555,0.6000571823,435,-1,-1,-1,-1,-1,-1,-0.4173,0.7348,-0.0537,-0.52527,-0.4455
942,538390,375000.0,2013-01-01,4/1/15 0:00,Systems Engineer,Bangalore,M,1990-01-20,90.4,Sslc,2008.0,65.0,Pre-University,315,2,B.Tech/B.E.,Electrical Engineering,80.3,315,1,Karnataka,2012,615,620,750,0.2294817549,355,266,-1,-1,-1,-1,-1,0.2782,-0.4353,-0.1988,0.7086,-0.7615
945,203388,320000.0,2011-07-01,7/1/13 0:00,Design Engineer,Bangalore,M,1989-08-14,87.0,0,2007.0,80.0,0,3716,2,B.Tech/B.E.,Electronics And Communication Engineering,70.0,3716,1,Karnataka,2011,685,555,554,0.8246664007,395,400,-1,-1,-1,-1,-1,0.9737,1.7488,0.9623,-2.1704,0.1864
946,342865,120000.0,2015-02-01,4/1/15 0:00,Product Development Engineer,Faridabad,M,1992-03-23,67.0,Cbse,2009.0,63.0,Cbse,10932,2,B.Tech/B.E.,Mechanical Engineering,62.9,10932,0,Uttar Pradesh,2014,395,365,315,0.1165525649,-1,-1,-1,280,-1,-1,-1,0.2782,0.8128,-0.1988,1.06113,-0.4455
947,676834,380000.0,2014-01-01,Present,Assistant System Engineer,Hyderabad,M,1992-01-18,82.0,State Board,2009.0,79.6,State Board,547,2,B.Tech/B.E.,Automobile/Automotive Engineering,64.8,547,0,Madhya Pradesh,2013,485,555,605,0.4143374264,-1,-1,-1,366,-1,-1,-1,0.7027,0.8784,0.4711,-1.5021,0.0973
948,242775,240000.0,2014-02-01,Present,Software Engineer,Bangalore,M,1989-09-26,86.0,0,2007.0,84.0,0,2552,2,B.Tech/B.E.,Electronics And Communication Engineering,72.0,2552,0,Karnataka,2011,325,345,575,0.05879280001,425,200,-1,-1,-1,233,-1,-0.2628,0.5008,0.3817,-0.2902,-0.4455
949,555735,350000.0,2013-12-01,Present,Software Engineer,Bangalore,F,1991-10-05,92.47,Sslc,2009.0,75.5,Puc,1866,2,B.Tech/B.E.,Information Technology,73.81,1866,1,Karnataka,2013,395,470,455,0.6000571823,435,-1,-1,-1,-1,-1,-1,1.2772,0.5454,0.1637,-0.4879,-0.4776
950,320646,405000.0,2012-10-01,Present,System Engineer,Hyderabad,M,1990-07-05,93.0,"State Board Of Secondary Education,Andhra Pradesh",2008.0,97.0,"Board Of Intermediate Education,Andhra Pradesh",5015,2,B.Tech/B.E.,Computer Engineering,77.8,5015,0,Andhra Pradesh,2012,555,655,565,0.9421165515,575,-1,-1,-1,-1,-1,-1,-0.5719,-0.3183,-0.9245,0.64983,-1.5513
951,869050,505000.0,2014-09-01,Present,Software Development Engineer,Chennai,M,1993-03-14,86.8,State Board,2010.0,84.75,State Board,8888,2,B.Tech/B.E.,Electronics And Electrical Engineering,80.0,8888,0,Tamil Nadu,2014,510,520,590,0.8376207257,445,-1,-1,-1,500,-1,-1,0.1282,1.3779,2.008,0.1459,1.6302
952,1262846,325000.0,2014-10-01,Present,System Engineer,Bangalore,F,1992-04-29,93.44,State Board,2010.0,86.0,State Board,1140,2,B.Tech/B.E.,Electronics And Communication Engineering,79.95,1140,1,Karnataka,2014,745,545,500,0.8816200695,415,420,-1,-1,-1,-1,-1,0.8463,-0.1206,0.7785,-0.8682,0.0973
953,614217,200000.0,2014-08-01,4/1/15 0:00,Desktop Support Technician,New Delhi,M,1992-06-02,87.2,Cbse,2010.0,74.0,Cbse,272,2,B.Tech/B.E.,Electronics And Electrical Engineering,62.82,272,0,Punjab,2014,520,485,500,0.8957765016,305,-1,-1,-1,526,-1,-1,-1.0208,0.7119,0.7785,0.0192,0.4805
954,350128,340000.0,2012-09-01,6/1/14 0:00,System Engineer,Mumbai,M,1992-03-08,84.8,0,2008.0,89.2,0,9019,2,B.Tech/B.E.,Electronics And Communication Engineering,72.0,9019,0,Haryana,2012,605,595,675,0.8246664007,-1,400,-1,-1,-1,-1,-1,-1.3447,0.0328,-0.7794,2.1187,-0.9194
955,50216,160000.0,2010-08-01,7/1/12 0:00,Lecturer,Jaipur,M,1988-11-28,68.33,Rbse,2005.0,77.54,Rbse,2927,2,B.Tech/B.E.,Electronics & Telecommunications,71.82,2927,1,Rajasthan,2010,505,635,625,0.124502074,415,233,-1,-1,-1,-1,-1,-0.7264,-0.7473,0.2366,-0.0552,0.0284
956,605611,550000.0,2013-08-01,Present,Software Engineer,Bangalore,M,1989-07-31,67.2,Cbse,2007.0,60.8,State Board,13845,2,B.Tech/B.E.,Information Technology,71.02,13845,0,Chhattisgarh,2012,450,535,680,0.7357957092,475,-1,-1,-1,-1,-1,-1,0.4155,-0.4536,-0.1437,-0.995,-1.0524
957,629345,335000.0,2013-09-01,Present,Network Engineer,Bangalore,F,1991-08-24,83.4,Cbse,2009.0,90.4,Cbse,5323,1,B.Tech/B.E.,Electronics And Communication Engineering,86.6,5323,0,Kerala,2013,485,585,650,0.8246664007,-1,400,-1,-1,-1,-1,-1,0.1282,0.8784,-2.2954,-0.4879,-1.244
958,910069,420000.0,2014-07-01,Present,Software Engineer,Mumbai,M,1993-05-07,89.0,State Board,2010.0,82.2,State Board,4042,2,B.Tech/B.E.,Computer Science & Engineering,72.4,4042,0,Tamil Nadu,2014,450,510,575,0.6226429158,505,-1,407,-1,-1,-1,-1,0.8463,0.8784,1.7007,-1.1218,0.8637
959,557677,315000.0,2013-10-01,Present,Quality Assurance Engineer,-1,M,1990-08-08,77.0,"Up Board , Allahabad",2007.0,64.0,"Up Board , Allahabad",9037,2,B.Tech/B.E.,Electronics And Communication Engineering,70.0,9037,0,Uttar Pradesh,2012,475,585,560,0.538386893,-1,333,-1,-1,-1,-1,-1,0.1282,0.5454,0.7785,-0.4879,0.6721
960,319385,400000.0,2012-06-01,Present,System Engineer,Mumbai,F,1990-09-24,82.2,Cbse,2008.0,77.0,Cbse,5071,2,B.Tech/B.E.,Industrial & Production Engineering,91.2,5071,0,Andhra Pradesh,2012,524,555,405,0.4143374264,-1,-1,-1,366,-1,-1,-1,-0.7264,-0.6693,-0.8157,-0.05527,-0.4455
962,577489,310000.0,2013-08-01,8/1/14 0:00,Management Trainee,Ahmednagar,M,1991-10-17,86.0,Icse,2009.0,88.0,Isc,11792,2,B.Tech/B.E.,Mechanical Engineering,77.75,11792,0,Uttar Pradesh,2013,675,665,575,0.5358628195,-1,-1,-1,393,-1,-1,-1,1.5644,1.2114,-0.6048,-0.3612,0.0973
963,32133,150000.0,2010-06-01,6/1/12 0:00,Electrical Design Engineer,Pune,M,1989-07-22,72.0,Ssc,2006.0,67.0,Ssc,367,2,B.Tech/B.E.,Electrical Engineering,59.8,367,1,Maharashtra,2009,525,505,445,0.538386893,355,333,-1,-1,-1,-1,-1,0.51,0.3448,1.1074,0.4148,0.1864
964,94788,300000.0,2013-06-01,4/1/15 0:00,Project Engineer,Bangalore,F,1988-04-08,96.0,"Stjosephs Girls Higher Sec School,Dindigul",2005.0,92.0,"Srv Girls Higher Sec School,Rasipuram",4239,2,B.Tech/B.E.,Electronics And Communication Engineering,80.0,4239,1,Tamil Nadu,2009,315,475,565,0.6944793277,265,366,-1,-1,-1,-1,-1,-1.3447,-0.7473,-1.5051,1.1199,-1.3539
965,963058,335000.0,2014-09-01,4/1/15 0:00,Programmer Analyst,Hyderabad,M,1993-01-06,85.33,State Board,2010.0,89.7,"Intermediate Board Of Education,Andhra Pradesh",1237,2,B.Tech/B.E.,Computer Science & Engineering,74.3,1237,1,Telangana,2014,605,500,595,0.3565364877,415,-1,346,-1,-1,-1,-1,-1.1644,0.7119,0.7785,-1.7556,0.2889
966,439791,350000.0,2013-04-01,Present,Senior Software Engineer,Noida,M,1990-07-15,76.8,0,2008.0,67.2,0,83,2,B.Tech/B.E.,Information Technology,60.08,83,0,Uttar Pradesh,2012,525,365,565,0.6359787565,445,-1,-1,-1,-1,-1,-1,0.0464,0.1498,-0.1626,0.5323,-0.4455
967,325567,380000.0,2013-03-01,Present,Programmer Analyst,Kolkata,M,1990-01-26,77.0,0,2007.0,73.4,0,252,2,B.Tech/B.E.,Information Technology,77.07,252,1,West Bengal,2012,355,455,515,0.5632678237,425,-1,-1,-1,-1,-1,-1,-0.881,-1.5273,-1.0697,0.40413,-1.5513
968,1133187,150000.0,2014-09-01,4/1/15 0:00,Technical Support Engineer,Bangalore,M,1991-04-18,60.0,Cbse,2009.0,55.0,State Board,15157,2,B.Tech/B.E.,Electronics And Communication Engineering,52.0,15157,1,Karnataka,2014,360,470,440,0.05316030528,-1,196,-1,-1,-1,-1,-1,-0.3027,-0.6201,-0.4511,-0.4879,-1.0524
969,1293728,330000.0,2015-02-01,Present,Project Engineer,Bangalore,M,1992-02-28,91.4,Cbse,2010.0,87.8,Cbse,13439,2,B.Tech/B.E.,Electronics And Communication Engineering,77.0,13439,0,Jharkhand,2015,525,460,510,0.6493897148,565,356,376,-1,-1,-1,-1,-2.1698,0.5454,-0.1437,0.1459,-0.2859
970,503221,350000.0,2013-08-01,Present,Continuous Improvement Engineer,Nashik,M,1990-10-12,87.4,Cbse,2008.0,81.2,Cbse,5111,2,B.Tech/B.E.,Mechanical Engineering,75.0,5111,0,Maharashtra,2013,465,655,575,0.7145293632,-1,-1,-1,435,-1,-1,-1,-0.5719,0.8128,0.5269,1.2374,-0.643
971,358389,140000.0,2012-08-01,4/1/14 0:00,Technical Support Engineer,New Delhi,M,1989-12-27,73.0,Cbse,2007.0,63.0,Bseb,167,2,B.Tech/B.E.,Electronics And Communication Engineering,67.69,167,0,Haryana,2012,515,575,575,0.8246664007,-1,400,-1,-1,-1,-1,-1,-1.3447,-0.1232,-2.2308,0.3561,0.3444
972,864186,515000.0,2013-08-01,Present,Software Engineer,-1,M,1992-03-10,84.8,Cbse,2009.0,84.6,Cbse,7557,2,B.Tech/B.E.,Computer Science & Engineering,80.8,7557,1,Delhi,2013,625,585,795,0.9113952784,575,-1,500,-1,-1,-1,-1,0.2718,0.3789,0.9322,-0.1076,-1.4356
973,479805,200000.0,2013-06-01,Present,Process Advisor,Chennai,F,1991-03-09,78.0,0,2008.0,80.0,0,4042,2,B.Tech/B.E.,Computer Engineering,78.0,4042,0,Tamil Nadu,2012,495,495,435,0.6359787565,445,-1,-1,-1,-1,-1,-1,-1.1901,1.1248,-0.1988,2.1774,0.6603
974,330078,230000.0,2014-09-01,4/1/15 0:00,Customer Service Representative,Hyderabad,M,1989-12-20,73.0,Cbse,2008.0,83.0,Board Of Intermediate,11183,2,B.Tech/B.E.,Information Technology,64.0,11183,1,Telangana,2012,475,335,345,0.3775514194,375,-1,-1,-1,-1,-1,-1,-0.4173,0.0328,-0.344,0.5323,-0.7615
975,1066680,325000.0,2014-08-01,Present,System Engineer,-1,M,1991-09-12,86.4,Cbse,2009.0,86.2,Cbse,1906,2,B.Tech/B.E.,Electronics And Communication Engineering,81.4,1906,1,West Bengal,2014,720,630,750,0.3387863472,485,292,-1,-1,-1,228,-1,1.2772,1.0449,0.7785,-1.2486,0.6721
976,806424,350000.0,2014-12-01,Present,Software Engineer,Gurgaon,M,1992-09-07,85.4,Cbse,2010.0,67.8,Cbse,11759,2,B.Tech/B.E.,Computer Science & Engineering,82.67,11759,0,Uttarakhand,2014,695,535,485,0.6226429158,495,-1,407,-1,-1,-1,-1,-2.0262,0.0459,0.4711,-0.995,0.2889
977,676401,105000.0,2013-09-01,7/1/14 0:00,Software Developer,Bhopal,F,1991-07-28,78.6,State Board,2009.0,66.6,State Board,547,2,B.Tech/B.E.,Information Technology,74.3,547,0,Madhya Pradesh,2013,345,440,545,0.6359787565,445,-1,-1,-1,-1,-1,-1,-1.308,-0.9531,-0.2974,1.1601,-1.0524
978,1143459,275000.0,2014-07-01,Present,Software Engineer,Bhubaneswar,M,1991-06-04,80.42,Icse,2010.0,65.16,State Board,5026,2,B.Tech/B.E.,Computer Science & Engineering,74.0,5026,0,Orissa,2014,710,480,535,0.1447898895,465,-1,284,-1,-1,-1,-1,1.4208,0.8784,0.7785,-0.1076,0.2889
979,347313,260000.0,2012-12-01,3/1/15 0:00,Software Engineer,New Delhi,M,1991-05-04,58.0,Up Board,2008.0,65.0,Up Board,12478,2,B.Tech/B.E.,Information Technology,69.8,12478,0,Uttar Pradesh,2012,445,385,405,0.7040904121,465,-1,-1,-1,-1,-1,-1,1.9011,1.6708,1.4702,-0.2902,0.9763
980,1034772,300000.0,2014-11-01,Present,Software Engineer,-1,M,1991-07-28,84.5,State Board,2009.0,74.0,State Board,7010,2,B.Tech/B.E.,Electronics And Communication Engineering,79.8,7010,1,West Bengal,2013,535,590,605,0.3387863472,365,292,-1,-1,-1,-1,-1,0.5591,-0.1206,0.6248,0.9066,-0.6692
981,1125683,175000.0,2014-05-01,1/1/15 0:00,Data Analyst,Hyderabad,F,1992-07-09,91.3,State Board,2009.0,90.7,State Board,9812,2,B.Tech/B.E.,Electronics And Communication Engineering,71.65,9812,1,Telangana,2013,525,520,450,0.2073921697,455,260,-1,-1,-1,-1,-1,1.1336,0.2124,1.0859,-0.7415,-0.0943
982,786404,350000.0,2013-09-01,4/1/15 0:00,Etl Developer,Hyderabad,M,1992-05-23,82.33,State Board,2009.0,84.0,State Board,11788,2,B.Tech/B.E.,Computer Science & Engineering,68.6,11788,0,Andhra Pradesh,2013,605,595,720,0.9421165515,575,-1,-1,-1,-1,-1,-1,-0.8772,0.0459,0.4711,1.4136,0.6721
983,847671,200000.0,2013-08-01,10/1/14 0:00,Sales And Service Engineer,-1,M,1991-05-12,71.0,State Board,2007.0,69.0,State Board,14910,2,B.Tech/B.E.,Electronics And Communication Engineering,64.28,14910,0,Uttar Pradesh,2012,500,460,545,0.9432721579,-1,452,-1,-1,-1,420,-1,-0.4463,0.2124,0.01,-0.6147,1.0554
984,247078,275000.0,2012-03-01,5/1/14 0:00,Project Engineer,-1,F,1988-07-13,78.0,0,2006.0,53.0,0,6570,2,B.Tech/B.E.,Computer Engineering,65.0,6570,0,Orissa,2011,475,485,525,0.6000571823,435,-1,-1,-1,-1,-1,-1,0.6646,0.8128,-0.344,-0.2902,0.1864
985,312286,395000.0,2011-12-01,Present,Programmer Analyst,Hyderabad,F,1990-08-07,83.3,Ssc,2007.0,80.1,Intermediate Board Examination,9769,2,B.Tech/B.E.,Computer Engineering,63.5,9769,1,Telangana,2011,485,315,405,0.4883479768,405,-1,-1,-1,-1,-1,-1,0.6646,0.9688,1.4267,0.8457,1.3976
986,692823,520000.0,2013-10-01,Present,Technical Support Specialist,Hyderabad,M,1992-01-29,78.25,State Board,2009.0,74.6,State Board,5216,2,B.Tech/B.E.,Information Technology,78.6,5216,1,West Bengal,2013,720,450,590,0.8646854134,525,-1,-1,-1,-1,-1,-1,-0.8772,0.7119,0.4711,-0.1076,0.6721
987,272917,80000.0,2012-10-01,3/1/13 0:00,Software Developer,Indore,M,1989-08-26,81.0,Cbse,2006.0,61.0,Cbse,3725,2,B.Tech/B.E.,Information Technology,67.5,3725,0,Madhya Pradesh,2011,445,465,475,0.5632678237,425,-1,-1,-1,-1,-1,-1,-0.5719,-0.5913,0.8171,0.2973,-0.1295
988,662991,215000.0,2013-10-01,1/1/15 0:00,Project Manager,Gurgaon,M,1989-07-18,74.0,Cbse,2006.0,64.0,State Board,405,2,B.Tech/B.E.,Information Technology,76.0,405,0,Uttar Pradesh,2011,510,400,324,-1.0,-1,-1,-1,-1,-1,-1,-1,0.5591,-0.4536,1.0859,-2.0092,-0.6692
989,607667,275000.0,2013-07-01,6/1/14 0:00,Training Specialist,-1,F,1991-03-31,95.52,Karnataka Secondary Education Examination Board,2009.0,94.33,"Department Of Pre-University Education, Bangalore",316,2,B.Tech/B.E.,Information Technology,83.63,316,1,Karnataka,2013,580,620,620,0.9682374959,605,-1,-1,-1,-1,-1,-1,0.2718,1.0449,0.1637,-0.6147,0.6721
991,1088773,240000.0,2014-02-01,Present,Software Engineer,-1,F,1991-12-14,86.6,Cbse,2009.0,78.8,Cbse,10236,2,B.Tech/B.E.,Electronics & Telecommunications,72.8,10236,0,Karnataka,2013,735,505,450,0.2792585116,515,-1,-1,-1,-1,292,-1,-0.0154,-0.6201,-0.6048,-0.6147,-0.6692
992,425274,300000.0,2013-07-01,Present,System Engineer,Greater Noida,M,1992-08-09,63.0,Up Board,2008.0,61.0,Up Board,75,2,B.Tech/B.E.,Computer Engineering,70.64,75,0,Uttar Pradesh,2012,415,365,465,0.8841225116,535,-1,-1,-1,-1,-1,-1,0.8192,1.4368,0.5269,-1.1128,0.0679
993,1152429,340000.0,2014-05-01,Present,Software Developer,Pune,M,1989-05-08,70.0,State Board,2007.0,56.0,State Board,1995,2,B.Tech/B.E.,Computer Science & Engineering,54.0,1995,1,Maharashtra,2013,615,580,405,0.8422483223,515,-1,469,-1,-1,-1,-1,-0.7335,0.8784,0.3174,-1.6289,-0.2859
994,324284,520000.0,2013-05-01,9/1/14 0:00,Technical Support Engineer,Pune,F,1991-01-21,87.86,Maharashtra Board,2008.0,74.67,Stmiras College For Girls,7236,2,B.Tech/B.E.,Electronics & Telecommunications,62.33,7236,1,Maharashtra,2012,545,595,435,0.538386893,-1,333,-1,-1,-1,393,-1,-0.1082,1.0858,-0.3803,-0.2902,0.5024
995,668771,300000.0,2013-10-01,Present,Operations Manager,Bangalore,M,1991-10-31,84.8,Cbse,2009.0,75.0,Cbse,6566,2,B.Tech/B.E.,Mechanical Engineering,61.8,6566,1,Karnataka,2013,640,460,455,0.3045109137,445,-1,-1,340,-1,-1,-1,-0.3027,0.8784,-0.2974,0.3995,0.2889
996,244735,325000.0,2011-07-01,Present,System Administrator,Bangalore,F,1986-06-22,68.0,Icse,2006.0,62.0,Mbose,2634,2,B.Tech/B.E.,Electronics And Communication Engineering,58.43,2634,1,Karnataka,2011,495,475,445,0.538386893,-1,333,-1,-1,-1,286,-1,-0.1082,-0.9033,-1.3599,0.7673,-0.4455
997,619605,475000.0,2014-02-01,Present,Assistant Manager,Bellary,M,1991-06-28,89.4,Cbse,2009.0,75.6,State Board,275,2,B.Tech/B.E.,Mechanical Engineering,82.53,275,1,Karnataka,2013,590,610,635,0.8408409688,-1,-1,-1,473,-1,-1,-1,0.8463,0.0459,0.7785,-1.8824,0.4805
998,34238,570000.0,2010-09-01,Present,Assistant Manager,-1,M,1986-02-09,60.0,Up Board,2005.0,71.0,Up Board,285,1,B.Tech/B.E.,Mechanical Engineering,73.4,285,0,Punjab,2010,555,515,635,-1.0,125,333,-1,-1,-1,-1,-1,-0.2628,0.0328,-0.1988,-0.9953,0.3444
999,514731,445000.0,2013-02-01,Present,Software Engineer,Bangalore,M,1990-09-18,63.0,Cbse,2008.0,62.0,Cbse,8504,2,B.Tech/B.E.,Information Technology,79.0,8504,1,Rajasthan,2012,580,535,455,0.8841225116,535,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-1.4688,1.9424,-1.3934
1000,47476,205000.0,2014-05-01,Present,Oracle Dba,Chennai,F,1988-06-10,94.7,Cbse,2006.0,94.7,State Board,434,2,B.Tech/B.E.,Electronics And Communication Engineering,67.0,434,1,Tamil Nadu,2010,525,585,535,0.8246664007,-1,400,-1,-1,-1,-1,-1,-0.7264,0.9688,-1.0697,0.5323,-0.1295
1001,1082927,340000.0,2014-06-01,Present,Application Developer,Noida,M,1992-11-04,90.4,State Board,2010.0,78.2,State Board,5216,2,B.Tech/B.E.,Electronics And Instrumentation Engineering,87.8,5216,1,West Bengal,2013,630,625,560,0.8498027135,-1,-1,-1,-1,-1,-1,-1,1.5644,1.5444,1.547,-2.5163,0.6721
1002,600997,240000.0,2013-03-01,1/1/14 0:00,Software Engineer,Gurgaon,F,1990-08-22,83.0,Cbse,2009.0,74.0,Cbse,272,2,B.Tech/B.E.,Computer Engineering,67.0,272,0,Punjab,2013,605,585,590,0.7040904121,465,-1,-1,-1,-1,-1,-1,1.5644,1.2114,1.547,-0.995,0.4805
1003,745903,300000.0,2013-09-01,Present,Software Engineer,Hyderabad,M,1991-03-21,89.5,State Board,2009.0,92.2,Bie,9164,2,B.Tech/B.E.,Computer Science & Engineering,75.12,9164,1,Telangana,2013,545,580,795,0.9421165515,575,-1,-1,-1,-1,-1,-1,0.1282,1.3779,1.3933,-2.136,1.0554
1004,239868,510000.0,2012-01-01,4/1/15 0:00,Systems Engineer,Bangalore,F,1989-05-28,97.12,Karnataka Secondary Education Examination Board,2007.0,90.33,Department Of Pre-University Education(Government Of Karnataka),1866,2,B.Tech/B.E.,Computer Engineering,82.84,1866,1,Karnataka,2011,505,555,555,0.8646854134,525,-1,-1,-1,-1,-1,-1,0.9737,0.3448,0.672,-0.5253,0.3444
1005,922592,180000.0,2014-11-01,6/1/14 0:00,Staffing Recruiter,Noida,M,1992-08-20,79.0,Icse,2010.0,78.0,Icse,272,2,B.Tech/B.E.,Electronics And Communication Engineering,73.0,272,0,Punjab,2014,485,610,575,0.4935963873,495,324,-1,-1,-1,-1,-1,-2.0262,0.3789,-1.2196,0.3995,0.6721
1006,937943,145000.0,2014-09-01,Present,Technical Recruiter,Noida,M,1991-07-01,68.2,Cbse,2010.0,60.0,Cbse,17782,2,B.Tech/B.E.,Information Technology,72.23,17782,0,Uttarakhand,2014,440,340,340,0.3565364877,415,-1,346,-1,-1,-1,-1,-2.1698,-0.1206,0.3174,-0.8682,-0.2859
1007,334686,410000.0,2012-07-01,4/1/15 0:00,Java Software Engineer,-1,M,1990-09-04,71.2,Cbse,2008.0,60.8,Cbse,1622,2,B.Tech/B.E.,Computer Engineering,72.2,1622,0,Madhya Pradesh,2012,485,525,515,0.8431237267,515,-1,-1,-1,-1,-1,-1,-1.0355,-0.7863,-1.1422,-0.52527,-0.9194
1008,1262255,315000.0,2015-03-01,Present,Software Engineer,Pune,M,1991-04-28,75.0,Cbse,2009.0,70.0,Cbse,5812,2,B.Tech/B.E.,Computer Science & Engineering,65.0,5812,1,Rajasthan,2014,640,565,465,0.6226429158,525,-1,407,-1,-1,-1,-1,-0.0154,0.3789,1.2396,0.5262,0.6721
